DateTime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Total_Sub_metering,cluster
2007-01-01,1.9090305555555556,0.10289305555555556,240.12897916666665,7.916944444444444,6232.0,2
2007-01-02,0.8814138888888889,0.13218194444444445,241.94377777777777,3.7140277777777775,6910.0,0
2007-01-03,0.7042041666666666,0.13661666666666666,243.5570902777778,3.0140277777777778,5109.0,0
2007-01-04,2.2634805555555553,0.1404875,239.7502986111111,9.478194444444444,19544.0,2
2007-01-05,1.8842805555555555,0.12024583333333333,240.49576388888892,7.885138888888889,9464.0,2
2007-01-06,1.047484722222222,0.13346388888888888,239.67305555555555,4.543888888888889,7416.0,0
2007-01-07,1.6997361111111111,0.17088472222222223,240.90248611111113,7.282638888888889,22974.0,2
2007-01-08,1.5565,0.14414444444444446,239.5769513888889,6.551666666666667,18014.0,2
2007-01-09,1.2979541666666667,0.14392222222222223,240.48752083333335,5.521111111111111,15745.0,2
2007-01-10,1.496388888888889,0.15864722222222222,241.02745138888892,6.357777777777779,16239.0,2
2007-01-11,1.5661069444444444,0.1597361111111111,241.1556875,6.658333333333333,15963.0,2
2007-01-12,1.014788888888889,0.13829166666666665,241.53820833333336,4.309166666666666,8715.0,0
2007-01-13,2.2130652777777775,0.2019,239.28361111111113,9.453055555555554,22122.0,2
2007-01-14,2.0902126476719944,0.1578318276580959,238.8218485059069,8.968311327310632,18967.0,2
2007-01-15,1.4921375,0.12143055555555557,241.2409097222222,6.261527777777778,18501.0,2
2007-01-16,1.1711138888888888,0.12876944444444444,241.94475694444446,4.975972222222222,9290.0,0
2007-01-17,1.977561111111111,0.13941111111111112,241.00525,8.283888888888889,25301.0,2
2007-01-18,1.2649041666666667,0.12341111111111111,240.89359722222224,5.3425,13827.0,0
2007-01-19,1.0280833333333335,0.11809166666666666,240.16094444444445,4.37625,9605.0,0
2007-01-20,2.1762027777777777,0.16552916666666667,238.8674722222222,9.348055555555556,20986.0,2
2007-01-21,2.366154166666667,0.15953888888888887,238.96811805555558,10.190694444444444,27512.0,2
2007-01-22,1.5142319444444445,0.1171125,241.60313194444444,6.355277777777778,15398.0,2
2007-01-23,1.2344722222222222,0.09602777777777778,242.76255555555556,5.260833333333333,6125.0,0
2007-01-24,2.074898611111111,0.12365277777777778,241.45769444444446,8.733611111111111,17688.0,2
2007-01-25,1.1085722222222223,0.10011111111111111,243.42436111111112,4.629305555555556,12659.0,0
2007-01-26,1.1235916666666665,0.09923749999999999,242.77179166666667,4.721388888888889,9662.0,0
2007-01-27,1.4194944444444444,0.10294583333333332,241.61656944444442,5.949861111111111,17440.0,2
2007-01-28,2.147466296038916,0.10656845031271717,240.30478804725504,9.133703961084086,19508.0,2
2007-01-29,1.37685,0.11506666666666666,240.9295972222222,5.788888888888889,16671.0,2
2007-01-30,1.1859708333333334,0.1256486111111111,241.84087499999998,5.028194444444445,10696.0,0
2007-01-31,1.6414944444444444,0.12915833333333332,239.92113194444443,6.923611111111111,21002.0,2
2007-02-01,1.2671944444444445,0.10435000000000001,240.3921388888889,5.3325000000000005,14701.0,0
2007-02-02,1.15815,0.09690416666666667,240.3343888888889,4.870833333333334,11694.0,0
2007-02-03,2.7984180555555556,0.17071111111111112,238.91019444444444,11.815972222222221,27153.0,2
2007-02-04,2.4971805555555555,0.12950972222222223,239.63333333333333,10.565416666666668,22460.0,2
2007-02-05,1.1425555555555555,0.10224166666666668,240.81031249999998,4.820416666666667,11309.0,0
2007-02-06,0.8843611111111112,0.09900416666666667,241.26415972222225,3.7719444444444448,6107.0,0
2007-02-07,1.6166791666666667,0.12340833333333333,241.14969444444444,6.791666666666667,18798.0,2
2007-02-08,1.2509819444444443,0.09645555555555554,241.79730555555554,5.248333333333334,12749.0,0
2007-02-09,1.1251375000000001,0.10976805555555556,241.74044444444445,4.727222222222222,12815.0,0
2007-02-10,1.964811111111111,0.1340097222222222,240.0368263888889,8.303749999999999,22307.0,2
2007-02-11,2.4800194444444443,0.1418847222222222,239.5061458333333,10.526805555555557,20309.0,2
2007-02-12,1.3038958333333333,0.09493333333333334,240.09850000000003,5.503472222222222,14143.0,0
2007-02-13,0.9823236111111111,0.09352638888888888,241.16685416666667,4.14375,9084.0,0
2007-02-14,1.735188888888889,0.14062916666666667,240.3753888888889,7.315138888888888,18667.0,2
2007-02-15,1.3787125,0.11525277777777777,240.66922222222223,5.820277777777778,16391.0,2
2007-02-16,1.182311111111111,0.1053375,240.82094444444442,5.0465277777777775,10696.0,0
2007-02-17,1.4423,0.16595,239.31603472222224,6.129166666666666,11148.0,2
2007-02-18,2.6595569444444447,0.17744583333333333,239.17080555555557,11.238888888888889,27239.0,2
2007-02-19,1.5184819444444444,0.12262777777777778,239.78958333333333,6.442222222222222,17619.0,2
2007-02-20,2.18745,0.1299708333333333,239.86544444444445,9.168472222222222,16962.0,2
2007-02-21,1.4394958333333332,0.13185416666666666,240.46096527777777,6.0744444444444445,17407.0,2
2007-02-22,2.3431696801112656,0.0959346314325452,238.62353963838666,9.870792767732963,17789.0,2
2007-02-23,0.9121388888888889,0.1037111111111111,240.68596527777777,3.825416666666667,11289.0,0
2007-02-24,0.4964736111111111,0.0848625,239.86310416666666,2.0858333333333334,3925.0,0
